job_id system nodes time_req start_time stop_time
142668 Sierra 512 5hr 1333732803 1333779159
147227 Sierra 32 5hr 1333905602 1333905769
138474 Sierra 256 5hr 1333430403 1333430481
139285 Sierra 512 5hr 1333516803 1333517108
136904 Sierra 16 5hr 1333300801 1333301201
131250 Sierra 128 5hr 1333041613 1333108167
131246 Sierra 8 5hr 1333041601 1333043471
132150 Sierra 64 5hr 1333084803 1333085365
132154 Sierra 1024 5hr 1333084804 1333108049
142659 Sierra 8 5hr 1333732802 1333734569
133165 Sierra 1024 5hr 1333128003 1333188153
150942 Sierra 32 5hr 1334078403 1334078454
131251 Sierra 256 5hr 1333041613 1333108172
136908 Sierra 256 5hr 1333300802 1333321059
145733 Sierra 16 5hr 1333862402 1333862419
143789 Sierra 1024 5hr 1333776003 1333779116
145734 Sierra 32 5hr 1333862402 1333862456
140583 Sierra 1024 5hr 1333646403 1333665338
140210 Sierra 128 5hr 1333603213 1333609446
149216 Sierra 256 5hr 1333992003 1334006369
139283 Sierra 128 5hr 1333516802 1333517165
150943 Sierra 64 5hr 1334078403 1334078421
145732 Sierra 8 5hr 1333862401 1333862455
139678 Sierra 32 5hr 1333560002 1333571519
139679 Sierra 64 5hr 1333560002 1333572280
149212 Sierra 16 5hr 1333992002 1333993689
138469 Sierra 8 5hr 1333430401 1333430478
138604 Sierra 64 5hr 1333473602 1333475628
152434 Sierra 64 5hr 1334121602 1334121618
130817 Sierra 1024 5hr 1332998409 1333006570
150182 Sierra 8 5hr 1334035202 1334035581
140211 Sierra 256 5hr 1333603213 1333609448
145738 Sierra 512 5hr 1333862403 1333876512
149213 Sierra 32 5hr 1333992002 1334000432
140577 Sierra 16 5hr 1333646401 1333648579
557679 Hera 128 2m 1331918402 1331919651
556729 Hera 256 2m 1331875203 1331904112
570796 Hera 256 2m 1332868803 1332902005
567666 Hera 8 2m 1332696001 1332696554
557680 Hera 256 2m 1331918402 1331924976
546930 Hera 64 2m 1331616002 1331616921
562485 Hera 8 2m 1332350401 1332350439
547547 Hera 32 2m 1331659219 1331663468
547549 Hera 128 2m 1331659235 1331678657
560082 Hera 64 2m 1332220852 1332220862
570440 Hera 128 2m 1332825607 1332832892
572106 Hera 16 2m 1332955217 1332955478
547545 Hera 8 2m 1331659208 1331659214
562488 Hera 64 2m 1332350402 1332353320
558967 Hera 128 2m 1332134403 1332150694
551514 Hera 128 2m 1331745603 1331748142
555218 Hera 128 2m 1331832029 1331873661
562487 Hera 32 2m 1332350402 1332353250
561724 Hera 32 2m 1332307202 1332307253
566893 Hera 64 2m 1332609602 1332624888
558964 Hera 16 2m 1332134402 1332134425
558968 Hera 256 2m 1332134403 1332233170
559424 Hera 32 2m 1332177602 1332177646
547550 Hera 256 2m 1331659249 1331678754
567182 Hera 16 2m 1332652802 1332654196
570792 Hera 16 2m 1332868802 1332869101
551513 Hera 64 2m 1331745602 1331746484
571593 Hera 128 2m 1332912002 1332912668
564082 Hera 32 2m 1332436804 1332438837
571591 Hera 32 2m 1332912002 1332912610
557675 Hera 8 2m 1331918401 1331918499
564080 Hera 8 2m 1332436803 1332437090
557676 Hera 16 2m 1331918401 1331918500
558637 Hera 8 2m 1332048012 1332048023
558420 Hera 8 2m 1331961602 1331961627
547546 Hera 16 2m 1331659208 1331659768
569550 Hera 16 2m 1332782402 1332785379
553608 Hera 16 2m 1331788801 1331789113
572113 Hera 256 2m 1332955218 1332963934
558744 Hera 32 2m 1332091202 1332091319
559427 Hera 256 2m 1332177603 1332285206
571594 Hera 256 2m 1332912003 1332916174
570436 Hera 8 2m 1332825605 1332826150
549448 Hera 8 2m 1331702405 1331702455
558642 Hera 256 2m 1332048074 1332181981
549455 Hera 32 2m 1331702405 1331702520
572104 Hera 8 2m 1332955216 1332955421
570438 Hera 32 2m 1332825606 1332828831
553610 Hera 64 2m 1331788802 1331796400
559426 Hera 128 2m 1332177603 1332178857
555215 Hera 16 2m 1331832012 1331839490
558743 Hera 16 2m 1332091202 1332091233
556725 Hera 16 2m 1331875202 1331875313
566892 Hera 32 2m 1332609602 1332619837
570437 Hera 16 2m 1332825606 1332828756
567186 Hera 256 2m 1332652803 1332688033
558424 Hera 128 2m 1331961603 1331966445
567920 Hera 64 2m 1332739217 1332744505
560081 Hera 32 2m 1332220836 1332220847
564081 Hera 16 2m 1332436803 1332438391
546928 Hera 16 2m 1331616001 1331616052
556726 Hera 32 2m 1331875203 1331875652
566792 Hera 32 2m 1332566402 1332573816
566795 Hera 256 2m 1332566403 1332586546
558638 Hera 16 2m 1332048027 1332048039
566793 Hera 64 2m 1332566402 1332574772
567181 Hera 8 2m 1332652802 1332654195
558518 Hera 64 2m 1332004802 1332017265
563484 Hera 256 2m 1332393604 1332419233
567921 Hera 128 2m 1332739217 1332775264
551510 Hera 8 2m 1331745602 1331745611
553611 Hera 128 2m 1331788802 1331797475
571590 Hera 16 2m 1332912002 1332912054
566794 Hera 128 2m 1332566403 1332574849
551512 Hera 32 2m 1331745602 1331746093
558425 Hera 256 2m 1331961603 1332152227
570439 Hera 64 2m 1332825606 1332830791
566891 Hera 16 2m 1332609602 1332614313
551515 Hera 256 2m 1331745604 1331751594
563482 Hera 64 2m 1332393603 1332396958
565991 Hera 16 2m 1332523224 1332524157
546931 Hera 128 2m 1331616002 1331616991
558966 Hera 64 2m 1332134403 1332136441
555216 Hera 32 2m 1331832024 1331872799
555219 Hera 256 2m 1331832029 1331880860
569549 Hera 8 2m 1332782402 1332785377
572109 Hera 32 2m 1332955217 1332956284
549463 Hera 256 2m 1331702406 1331708068
563480 Hera 16 2m 1332393603 1332394418
560939 Hera 256 2m 1332264005 1332314366
547548 Hera 64 2m 1331659234 1331674879
560938 Hera 128 2m 1332264005 1332309459
560079 Hera 8 2m 1332220807 1332220814
569552 Hera 64 2m 1332782403 1332785445
560936 Hera 32 2m 1332264004 1332270583
546929 Hera 32 2m 1331616002 1331616384
565528 Hera 64 2m 1332480003 1332480746
560937 Hera 64 2m 1332264004 1332277411
562489 Hera 128 2m 1332350402 1332353546
557678 Hera 64 2m 1331918402 1331918599
567917 Hera 8 2m 1332739216 1332739906
558422 Hera 32 2m 1331961602 1331961721
569554 Hera 256 2m 1332782403 1332797104
567184 Hera 64 2m 1332652802 1332659612
565527 Hera 32 2m 1332480002 1332480130
564084 Hera 128 2m 1332436804 1332441304
567919 Hera 32 2m 1332739216 1332743961
565525 Hera 8 2m 1332480002 1332480039
549460 Hera 128 2m 1331702406 1331703888
558515 Hera 8 2m 1332004802 1332009841
558423 Hera 64 2m 1331961603 1331962855
570795 Hera 128 2m 1332868803 1332870924
558517 Hera 32 2m 1332004802 1332009844
567671 Hera 256 2m 1332696003 1332717531
546932 Hera 256 2m 1331616002 1331627606
558746 Hera 128 2m 1332091203 1332150629
559422 Hera 8 2m 1332177602 1332177644
549452 Hera 16 2m 1331702405 1331702519
567667 Hera 16 2m 1332696001 1332696556
571592 Hera 64 2m 1332912002 1332912612
560934 Hera 8 2m 1332264003 1332267412
561722 Hera 8 2m 1332307201 1332307250
563483 Hera 128 2m 1332393603 1332405031
561726 Hera 128 2m 1332307202 1332309517
567669 Hera 64 2m 1332696002 1332700410
565993 Hera 32 2m 1332523239 1332524383
565995 Hera 64 2m 1332523258 1332527959
559425 Hera 64 2m 1332177603 1332177717
570793 Hera 32 2m 1332868802 1332869170
566790 Hera 8 2m 1332566402 1332571235
567668 Hera 32 2m 1332696002 1332696618
556728 Hera 128 2m 1331875203 1331877882
563479 Hera 8 2m 1332393602 1332394033
572112 Hera 128 2m 1332955217 1332956926
553609 Hera 32 2m 1331788802 1331795762
570441 Hera 256 2m 1332825607 1332839908
565997 Hera 256 2m 1332523272 1332530403
570794 Hera 64 2m 1332868802 1332870836
560935 Hera 16 2m 1332264004 1332270260
565996 Hera 128 2m 1332523258 1332529191
556727 Hera 64 2m 1331875203 1331875706
565526 Hera 16 2m 1332480002 1332480040
558520 Hera 256 2m 1332004803 1332158471
567922 Hera 256 2m 1332739217 1332775322
566895 Hera 256 2m 1332609603 1332644242
566791 Hera 16 2m 1332566402 1332571790
561723 Hera 16 2m 1332307201 1332307251
558742 Hera 8 2m 1332091201 1332091232
561727 Hera 256 2m 1332307202 1332361794
564083 Hera 64 2m 1332436804 1332440567
559423 Hera 16 2m 1332177602 1332177645
558965 Hera 32 2m 1332134402 1332134657
569551 Hera 32 2m 1332782402 1332785380
555214 Hera 8 2m 1331832004 1331832010
551511 Hera 16 2m 1331745602 1331746023
546927 Hera 8 2m 1331616001 1331616051
567185 Hera 128 2m 1332652803 1332678679
562486 Hera 16 2m 1332350401 1332352238
572111 Hera 64 2m 1332955217 1332956651
558519 Hera 128 2m 1332004803 1332113896
563481 Hera 32 2m 1332393603 1332395009
569553 Hera 128 2m 1332782403 1332797024
556724 Hera 8 2m 1331875202 1331875253
565990 Hera 8 2m 1332523210 1332523825
565530 Hera 256 2m 1332480003 1332496817
549457 Hera 64 2m 1331702406 1331702711
558641 Hera 128 2m 1332048073 1332113964
571589 Hera 8 2m 1332912001 1332912026
558639 Hera 32 2m 1332048043 1332048057
560080 Hera 16 2m 1332220820 1332220830
557677 Hera 32 2m 1331918402 1331918527
560084 Hera 256 2m 1332220882 1332314278
566894 Hera 128 2m 1332609602 1332637529
558963 Hera 8 2m 1332134402 1332134424
553607 Hera 8 2m 1331788801 1331789048
560083 Hera 128 2m 1332220867 1332220891
561725 Hera 64 2m 1332307202 1332307320
567183 Hera 32 2m 1332652802 1332657746
558747 Hera 256 2m 1332091203 1332222032
565529 Hera 128 2m 1332480003 1332485215
558640 Hera 64 2m 1332048059 1332048691
558421 Hera 16 2m 1331961602 1331961628
558745 Hera 64 2m 1332091202 1332114031
553612 Hera 256 2m 1331788802 1331798565
558516 Hera 16 2m 1332004802 1332009843
562490 Hera 256 2m 1332350403 1332363649
566890 Hera 8 2m 1332609601 1332610693
567670 Hera 128 2m 1332696002 1332700453
555217 Hera 64 2m 1331832029 1331873436
570791 Hera 8 2m 1332868802 1332869099
567918 Hera 16 2m 1332739216 1332743331
