job_id system nodes time_req start_time stop_time
148304 Sierra 512 5hr 1333948804 1333948931
138608 Sierra 1024 5hr 1333473604 1333510929
140209 Sierra 64 5hr 1333603207 1333603214
148305 Sierra 1024 5hr 1333948804 1333948885
140578 Sierra 32 5hr 1333646402 1333648562
144710 Sierra 64 5hr 1333819203 1333823583
149211 Sierra 8 5hr 1333992002 1333992137
150186 Sierra 128 5hr 1334035203 1334039030
137027 Sierra 512 5hr 1333344003 1333344332
133160 Sierra 32 5hr 1333128002 1333139431
140581 Sierra 256 5hr 1333646403 1333649020
149214 Sierra 64 5hr 1333992003 1334000433
140579 Sierra 64 5hr 1333646402 1333649019
138099 Sierra 8 5hr 1333387201 1333387659
137024 Sierra 64 5hr 1333344002 1333344365
130812 Sierra 32 5hr 1332998407 1333032828
140580 Sierra 128 5hr 1333646402 1333649022
131247 Sierra 16 5hr 1333041602 1333056525
132152 Sierra 256 5hr 1333084803 1333108211
134507 Sierra 8 5hr 1333171202 1333171211
133161 Sierra 64 5hr 1333128002 1333139397
141848 Sierra 8 5hr 1333689601 1333693941
140576 Sierra 8 5hr 1333646401 1333646537
139280 Sierra 16 5hr 1333516801 1333517163
150184 Sierra 32 5hr 1334035202 1334039030
135498 Sierra 8 5hr 1333214402 1333214438
134510 Sierra 64 5hr 1333171203 1333171256
140206 Sierra 8 5hr 1333603201 1333603206
145735 Sierra 64 5hr 1333862402 1333862419
140208 Sierra 32 5hr 1333603207 1333603214
138605 Sierra 128 5hr 1333473603 1333475598
141851 Sierra 64 5hr 1333689602 1333695233
145737 Sierra 256 5hr 1333862403 1333876514
137021 Sierra 8 5hr 1333344001 1333344080
134511 Sierra 128 5hr 1333171203 1333171213
150944 Sierra 128 5hr 1334078403 1334078478
131249 Sierra 64 5hr 1333041608 1333085339
138100 Sierra 16 5hr 1333387202 1333387659
133159 Sierra 16 5hr 1333128001 1333138949
142669 Sierra 1024 5hr 1333732804 1333779047
147228 Sierra 64 5hr 1333905602 1333910273
138471 Sierra 32 5hr 1333430402 1333430478
143788 Sierra 512 5hr 1333776003 1333779159
140213 Sierra 1024 5hr 1333603217 1333609391
139682 Sierra 512 5hr 1333560002 1333591343
136413 Sierra 32 5hr 1333257602 1333259513
134509 Sierra 32 5hr 1333171202 1333171256
135501 Sierra 64 5hr 1333214403 1333214754
138601 Sierra 8 5hr 1333473601 1333475595
137023 Sierra 32 5hr 1333344002 1333344363
139284 Sierra 256 5hr 1333516802 1333517167
152431 Sierra 8 5hr 1334121601 1334121647
142667 Sierra 256 5hr 1333732803 1333746799
136412 Sierra 16 5hr 1333257602 1333259512
138475 Sierra 512 5hr 1333430403 1333430484
141849 Sierra 16 5hr 1333689602 1333695229
152435 Sierra 128 5hr 1334121602 1334153323
152438 Sierra 1024 5hr 1334121603 1334153252
141855 Sierra 1024 5hr 1333689603 1333695190
142665 Sierra 64 5hr 1333732802 1333746842
138101 Sierra 32 5hr 1333387202 1333387660
136910 Sierra 1024 5hr 1333300803 1333321030
130808 Sierra 8 5hr 1332998407 1333008258
135502 Sierra 128 5hr 1333214404 1333235550
144709 Sierra 32 5hr 1333819202 1333823582
136903 Sierra 8 5hr 1333300801 1333300821
139279 Sierra 8 5hr 1333516801 1333517203
147226 Sierra 16 5hr 1333905602 1333905643
152433 Sierra 32 5hr 1334121602 1334121648
141854 Sierra 512 5hr 1333689603 1333695234
132148 Sierra 16 5hr 1333084802 1333085304
138102 Sierra 64 5hr 1333387202 1333387663
132149 Sierra 32 5hr 1333084802 1333085403
130813 Sierra 64 5hr 1332998408 1333032814
143787 Sierra 256 5hr 1333776003 1333779195
137025 Sierra 128 5hr 1333344002 1333344365
